tBB,tH,err,brutOK,errH,tDC,n,tDW
12.232224782928824,0.08619600008969545,True,True,0.0,562.9719862481579,27,359.94413766699535
22.8822278493846,0.0848286647744987,True,True,0.006611570247933884,662.5348939560354,27,339.14997671464727
107.58189499444727,0.0849504472936757,True,True,0.0014641288433382138,395.1658783092474,27,241.888640797697
8.716117100235312,0.08562533960710425,True,True,0.0,428.8604352157563,27,187.36028476045107
17.48481536861104,0.08673699001518578,True,True,0.008456659619450317,302.33867949573323,27,172.59364348969288
42.77749485336244,0.08517264230954572,True,True,0.0,490.01965657807887,27,264.26557210894924
3.820945677857491,0.0850288510975145,True,True,0.0,710.3293753849963,27,341.3971605644162
92.89446204860249,0.08478867289377584,True,True,0.009198423127463863,446.4555464219302,27,230.1386581035331
19.424834474921227,0.08419954880609126,True,True,0.0,598.635689006187,27,254.97386156995262
107.25668042064889,0.08662787808963004,True,True,0.0,430.0776669755578,27,320.7249858616186
75.18700570965719,0.0850980572569269,True,True,0.0,413.0209250142798,27,236.13808960653841
23.58489685935811,0.08511790379021639,True,True,0.0,692.5761666304121,27,317.44545571772113
14.56460397457704,0.0844084415712985,True,True,0.0,439.2770020291209,27,217.5295759966089
46.884975190983994,0.0849510982660109,True,True,0.0,411.14632998748374,27,205.35551032905155
24.424295919966333,0.08497164430193432,True,True,0.0,499.3323693983257,27,266.10861198666197
74.38693930836101,0.08490514053739105,True,True,0.0017123287671232876,571.2912092567421,27,323.4950678556093
5.231519557872978,0.08526568399461107,True,True,0.0,509.66762873576954,27,233.4324819035828
205.00890323374836,0.08593563869052341,True,True,0.0,401.68592632592964,27,233.96217920817435
25.076178743077786,0.08598088869608393,True,True,0.006675567423230975,549.7599197551608,27,223.61605155112392
16.580966345611074,0.08567344542401148,True,True,0.004739336492890996,573.5167654929683,27,330.1283481331276
107.44042677106336,0.08399630198265472,True,True,0.0,580.9758272371255,27,382.42863200139254
15.872287770201055,0.08563978977340342,True,True,0.0,885.3837015340105,27,493.9634909853339
47.529681162832645,0.08532747802062206,True,True,0.008389261744966443,456.8022321909666,27,260.5142481107678
13.218458078555622,0.08541984956191298,True,True,0.01098901098901099,582.0061165140942,27,345.4259194300643
6.963162239821207,0.08507491455083123,True,True,0.0,516.6623462573625,27,290.2721448917873
9.29581381380558,0.08662071287346051,True,True,0.0,630.326436056445,27,303.25555862509646
22.55404794490651,0.08395184221771344,True,True,0.0,669.8432672613611,27,312.73284048074856
8.38680021608105,0.08603236692402567,True,True,0.0055248618784530384,684.6678527072072,27,301.93860511644743
116.02162153770526,0.0855067398405692,True,True,0.0028208744710860366,618.5030729975551,27,239.2387376865372
33.410782977524725,0.08411512829194075,True,True,0.0021645021645021645,361.6793698165566,27,229.45645309519023
35.90335260145366,0.08525930473296911,True,True,0.0073964497041420114,556.2570312758908,27,285.89061938691884
19.35731555821131,0.08691636991426618,True,True,0.009146341463414634,602.0064212498255,27,272.154985435514
7.809113600246962,0.08517716119051193,True,True,0.0,532.2622074745595,27,256.9503729076435
19.229230545037847,0.08573853034005045,True,True,0.006125574272588055,637.3599433961014,27,318.4882092755288
42.00325954361293,0.08492920947613963,True,True,0.0,404.94037501048297,27,211.13874708217654
27.31833946891129,0.08566421179276211,True,True,0.006220839813374806,700.3604493414363,27,362.3746099959438
23.188099059659766,0.08489148788031008,True,True,0.0,674.6460100015005,27,327.7311198679464
9.104632079304958,0.0858919011425547,True,True,0.0028169014084507044,464.6421430166811,27,232.18961979728192
112.47484164778143,0.0863906165041873,True,True,0.008547008547008548,639.4479567340264,27,321.4501698634454
91.49762450251728,0.08597447738331686,True,True,0.0014388489208633094,624.8212557402439,27,247.6018502144143
15.568136154777473,0.08596753873901915,True,True,0.0,321.91990997775326,27,200.329259581243
12.443772520619765,0.08605200969528838,True,True,0.0,526.1185197159648,27,232.63845001347363
9.596036953816766,0.0854651541469918,True,True,0.0,407.3767241400977,27,253.40528421414393
7.856466026845364,0.08545969765925847,True,True,0.0,383.5992814662556,27,202.1444914280437
35.12309769713232,0.08507847915765945,True,True,0.0032,351.6003650147468,27,202.5812207527148
14.231594458882077,0.08616583101852607,True,True,0.0030627871362940277,766.0471439982454,27,288.1565254938323
34.34228027592702,0.08537975324548837,True,True,0.0,558.7300117476843,27,261.2063421143426
28.32381392363459,0.08557517784185141,True,True,0.0,653.0088209547102,27,307.51145249814726
5.52299030092381,0.08652338696854654,True,True,0.0,554.9091307329945,27,288.616077741608
33.1577882822603,0.0849119126218316,True,True,0.0,653.1994827091694,27,326.1852841491678
177.4817730183713,0.08457190833063738,True,True,0.010670731707317074,567.2751989914104,27,400.71039864172536
21.06019405775941,0.08370628158456175,True,True,0.0,481.9238292053342,27,303.9968788798433
11.662351125760855,0.08545517452851414,True,True,0.0,685.9133006849637,27,281.07947687385604
64.59608599298487,0.08501698698015198,True,True,0.0,630.6580586824566,27,364.9484150034065
93.99180844775401,0.08439967529985383,True,True,0.006600660066006601,519.4733325042762,27,275.72035132389925
7.044427011929014,0.08469771314338453,True,True,0.0,593.3816360193305,27,289.1444393899292
55.946309342592336,0.08510724964877919,True,True,0.0,445.68857178092003,27,339.9587393006576
154.30469558175122,0.08493890279840652,True,True,0.004838709677419355,474.8082102276385,27,284.5142767764628
32.47906060802728,0.08583078845851319,True,True,0.0,520.8899907302111,27,248.82260209415108
6.754269492096053,0.08565385149179906,True,True,0.0,764.5321406889707,27,269.53258489569026
33.138354706968514,0.08487756561981205,True,True,0.0,644.6043429896235,27,270.56987133497995
9.64227559355398,0.0861048515932797,True,True,0.0,544.0674140118062,27,292.9830421344377
35.11519820011895,0.0842275011382016,True,True,0.013910355486862442,539.7722185007297,27,334.18087258801927
6.284110227633431,0.08487151776831209,True,True,0.00655307994757536,469.8503364343196,27,207.75304690081006
6.874674581354711,0.08475215338746198,True,True,0.0,457.807837985456,27,183.24871986316373
25.565135809729863,0.08498865515231097,True,True,0.0035149384885764497,348.9423362604742,27,187.43275238487584
146.3109817414079,0.0845844850160964,True,True,0.0,687.3479663239171,27,399.0754576710363
92.24754914508334,0.08468327665191121,True,True,0.0,387.69746047910303,27,230.1653380971402
40.51104815443978,0.08545151092213427,True,True,0.013062409288824383,475.8926631882787,27,255.65772299240862
9.400384133851896,0.08438329943547286,True,True,0.0,589.6595082012936,27,334.44466641438856
23.221298132795006,0.08466239010238655,True,True,0.0,499.27299437113106,27,250.00679679214954
