errH,tDC,n,tBB,brutOK,err,tH,tDW
0.003738317757009346,587.1891260030679,27,1624.2076634662226,True,True,0.07929700574315458,404.3549787408362
0.009505703422053232,559.0140200220048,27,6562.555985990912,True,True,0.08040255999694985,424.5341780849479
0.0,442.96246472830796,27,167.02143084974244,True,True,0.07966247641700504,316.8432332730541
0.0,571.3764143874869,27,854.5626929650704,True,True,0.07974654863103585,296.74567219626624
0.0,574.2979458591435,27,1177.45780502446,True,True,0.08020003901843382,363.31579929146056
0.0,368.4598084610815,27,667.4726019846275,True,True,0.07999067280026,251.50816479550775
0.0035026269702276708,546.5815258729789,27,2776.001859921962,True,True,0.08070823728697242,317.0368564004699
0.01616161616161616,332.35997073352337,27,1011.7892089765519,True,True,0.0795161435185487,235.48244642803357
0.0,529.4896465364017,27,641.0974046836296,True,True,0.08017609077521518,341.29421893573766
0.0023584905660377358,314.6513747982681,27,2516.20961795561,True,True,0.0797530735142482,225.9275662733919
0.0,507.1568510029465,27,203.97249942955872,True,True,0.0801266021633141,381.72373607253223
0.0,479.17845889460295,27,509.46629379177466,True,True,0.07972912711380231,339.5403873541259
0.0019801980198019802,460.79036057926714,27,596.4942105347291,True,True,0.07947415828673884,263.9159576113646
0.022887323943661973,597.090992378071,27,4276.182595873252,True,True,0.07968104790425269,352.1013083435329
0.01618705035971223,540.5702670104802,27,1559.0472560143098,True,True,0.08061001708832895,339.15339400326565
0.018900343642611683,510.5977727928095,27,758.7493872852065,True,True,0.07974221387587896,278.7587573505281
0.0,499.3641084422254,27,2837.1280778665096,True,True,0.0796846175622248,417.78512654656714
0.003676470588235294,669.7283421443509,27,490.99758750526235,True,True,0.08075928357952955,413.03208051249385
0.0,544.4471441312797,27,839.1493412976464,True,True,0.07980818831647739,349.09023050152297
0.0,793.0378873522083,27,5289.866524981335,True,True,0.07939615774068459,468.59816738869995
0.0,637.6815292917724,27,3925.3896980080754,True,True,0.08021089287090159,397.91673299623653
0.013215859030837005,410.9365961824854,27,500.596686208155,True,True,0.08037345967057864,321.6777279352148
0.002136752136752137,409.47400557342917,27,359.92630291730165,True,True,0.08157881710904909,249.7597740546457
0.0,515.8115518796775,27,1006.3514676876366,True,True,0.07997603023724645,354.64730343249227
0.005208333333333333,554.4825733813923,27,490.38021359592676,True,True,0.08055428956751011,319.4504757877439
0.011135857461024499,308.24139787000604,27,3182.199948001653,True,True,0.07860497173828451,228.9862085266837
0.0,586.9232486002147,27,2935.263089137152,True,True,0.07999067269889627,361.80298139627735
0.0,708.3365047417049,27,2897.9843829292804,True,True,0.08058773705920967,430.78494717536324
0.0,404.2090775910765,27,326.2467357562855,True,True,0.07939999204682266,342.3635807786403
0.0,758.137461806958,27,4555.376902921125,True,True,0.07996623089696432,501.5409843375286
0.0,534.6856463390092,27,4882.017130963504,True,True,0.0808403592054506,397.48712625199306
0.0,802.1949420217425,27,8088.659452972934,True,True,0.07942214680613324,539.4761436618865
0.0,481.6534301964566,27,826.8166182679124,True,True,0.07965335041218194,262.4854543736498
0.0035714285714285713,676.1831655499658,27,746.880324712644,True,True,0.07996499479075464,368.0266139921374
0.007677543186180422,527.1844811116656,27,653.3782617771067,True,True,0.07990106328796215,356.7708760799308
0.0,599.3597032502294,27,858.3785429752121,True,True,0.08041542019987338,453.25339710424566
0.0035650623885918,582.7066387573723,27,1355.3777449997142,True,True,0.08055577154020162,358.59331015784005
0.003898635477582846,432.17393417250025,27,767.4116068053991,True,True,0.07973740725860848,262.97696478860945
0.001949317738791423,476.7728426028043,27,1392.0740520115942,True,True,0.08049730439194652,312.60730060748756
0.0,389.73465024416026,27,720.0671678486591,True,True,0.07961872744682501,183.61540714761725
0.0,509.7742050161792,27,2929.0272779762745,True,True,0.08071637066463956,355.7184879235657
0.02390438247011952,394.16628375571844,27,469.104203428807,True,True,0.08037611523373538,234.9839307190407
0.0,497.3254822349797,27,807.7800300088711,True,True,0.08045569952222115,267.4034091566379
0.0,672.7370801381767,27,3097.3118899855763,True,True,0.0804440650900879,538.6116874352512
0.006711409395973154,397.73106382926926,27,474.0307681883375,True,True,0.08044528200388186,267.7266102206583
0.0018115942028985507,684.8174609975623,27,605.8357545407489,True,True,0.08015120782717046,447.0774191643365
0.007797270955165692,546.5966965485778,27,66.04320228592876,True,True,0.08005359963850377,333.63170522664274
0.003898635477582846,578.0478083761409,27,3089.6183650474995,True,True,0.0797267854114658,419.38344173302704
0.0,554.3895849906322,27,4176.201100228354,True,True,0.0802045087967027,419.01954599994826
0.014799154334038054,618.3673796185758,27,2656.75335098058,True,True,0.07997635549355601,454.2966028252108
0.011013215859030838,373.8840070660584,27,885.0999684073031,True,True,0.08018101717976393,221.5870036426085
0.00749063670411985,512.1178192138258,27,3392.6229558419436,True,True,0.0808759374586267,323.6471476654212
0.0019083969465648854,399.1043557374117,27,637.779729499016,True,True,0.08065695175166072,304.87532749248203
0.019784172661870502,876.7283656168729,27,7761.5890628658235,True,True,0.08049017939401384,572.2201301250607
0.02010968921389397,588.691514742095,27,6174.580711871386,True,True,0.08084736577036879,386.61397983863327
0.0,511.03983801375665,27,3140.0244240649045,True,True,0.08021411217776715,323.6826485333343
0.02022058823529412,490.33686169423163,27,1196.303720974053,True,True,0.08028950565908576,256.2518835827512
